key,0,1,2,3,4,5,6,7,8,9
414,5,1,76657,0,645,0,0,6,5073,"ミニオン：コブランラーヴァ"
415,5,1,76658,0,646,0,0,6,5705,"ミニオン：シドニア・ストロールズ"
416,5,1,76659,0,647,0,0,6,5706,"ミニオン：マメット・コヨコヨ"
417,5,1,76660,0,648,0,0,6,5317,"ミニオン：パフィン"
418,5,1,76661,0,649,0,0,6,5271,"ミニオン：チンパンジー"
419,5,1,76662,0,658,0,0,6,5507,"ミニオン：マメット・リセ"
420,5,1,76663,0,659,0,0,6,5538,"ミニオン：マメット・ヒエン"
421,5,1,76664,0,660,0,0,6,5529,"ミニオン：ニュー・ユウギリ"
422,5,1,76665,0,661,0,0,6,5536,"ミニオン：マメット・ゴウセツ"
423,5,1,76666,0,662,708,714,6,5537,"ミニオン：マメット・ヨツユ"
424,5,1,76667,0,663,0,0,6,5544,"ミニオン：マメット・グリーンワート"
425,5,1,76668,0,664,0,0,6,5525,"ミニオン：ニュー・ラウバーン"
426,5,1,76669,0,665,0,0,6,5542,"ミニオン：マメット・マグナイ"
427,5,1,76670,0,666,0,0,6,5541,"ミニオン：マメット・シリナ"
428,5,1,76671,0,667,0,0,6,5543,"ミニオン：マメット・サドゥ"
429,5,1,76672,0,668,709,715,6,5516,"ミニオン：ニュー・タタル"
430,5,1,76673,0,669,710,716,6,5452,"ミニオン：からくり朱雀"
431,5,1,76674,0,670,0,0,6,5502,"ミニオン：ファースト・ヤ・シュトラ"
432,5,1,76675,0,671,0,0,6,5510,"ミニオン：ニュー・ウリエンジェ"
433,5,1,76676,0,672,0,0,6,5535,"ミニオン：ニュー・エスティニアン"
434,5,1,76677,0,673,711,717,6,5551,"ミニオン：マメット・ライナ"
435,5,1,76678,0,674,712,718,6,5552,"ミニオン：マメット・ルナル"
436,5,1,76679,0,675,713,719,6,5547,"ミニオン：マメット・ドゥリア"
437,5,1,76680,0,676,0,0,6,5546,"ミニオン：マメット・リーン"
438,5,1,76681,0,677,0,0,6,5550,"ミニオン：マメット・ガイア"
439,5,1,76682,0,678,0,0,6,5548,"ミニオン：マメット・ミステル"
440,5,1,76683,0,679,0,0,6,5549,"ミニオン：マメット・アルバート"
441,5,1,76684,0,680,0,0,6,5553,"ミニオン：クロックワーク・ソル"
442,5,1,76685,0,650,0,0,6,5053,"ミニオン：タイニースクウィレル"
443,5,1,76686,0,651,0,0,6,5054,"ミニオン：ベイビーファンガー"
444,5,1,76687,0,652,0,0,6,5055,"ミニオン：チゴーラーヴァ"
445,5,1,76688,0,653,0,0,6,5057,"ミニオン：ブラッククァール"
446,5,1,76689,0,654,0,0,6,5060,"ミニオン：ベイビーラプトル"
447,5,1,76690,0,655,0,0,6,5079,"ミニオン：カインドフレア"
448,5,1,76691,0,656,0,0,6,5253,"ミニオン：ユニコルト"
449,5,1,76692,0,657,0,0,6,5255,"ミニオン：ガストラ"
450,2,0,194241,0,705,0,0,2,1013,"ヴァイパー"
451,2,0,194242,0,706,0,0,2,1020,"ピクトマンサー"
452,5,0,199954,0,694,0,0,3,2302,"友好部族クエスト：コボルド族"
453,5,0,199952,0,695,0,0,3,2301,"友好部族クエスト：シルフ族"
454,5,0,199951,0,696,0,0,3,2300,"友好部族クエスト：アマルジャ族"
455,5,0,199955,0,697,0,0,3,2303,"友好部族クエスト：サハギン族"
456,5,0,199953,0,698,0,0,3,2304,"友好部族クエスト：イクサル族"
457,1,0,195662,0,701,0,0,9,1000,"トライヨラ1"
458,3,0,197662,0,701,0,0,9,1000,"トライヨラ1"
459,4,0,198662,0,701,0,0,9,1000,"トライヨラ1"
460,1,0,195663,0,702,0,0,9,1001,"トライヨラ2"
461,3,0,197663,0,702,0,0,9,1001,"トライヨラ2"
462,4,0,198663,0,702,0,0,9,1001,"トライヨラ2"
463,1,0,195664,0,699,0,0,9,1002,"ソリューション・ナイン1"
464,3,0,197664,0,699,0,0,9,1002,"ソリューション・ナイン1"
465,4,0,198664,0,699,0,0,9,1002,"ソリューション・ナイン1"
466,1,0,195665,0,700,0,0,9,1003,"ソリューション・ナイン2"
467,3,0,197665,0,700,0,0,9,1003,"ソリューション・ナイン2"
468,4,0,198665,0,700,0,0,9,1003,"ソリューション・ナイン2"
469,0,0,0,0,0,0,0,0,0,""
470,0,0,0,0,0,0,0,0,0,""
471,0,0,0,0,0,0,0,0,0,""
472,0,0,0,0,0,0,0,0,0,""
473,0,0,0,0,0,0,0,0,0,""
474,0,0,0,0,0,0,0,0,0,""
475,0,0,0,0,0,0,0,0,0,""
476,0,0,0,0,0,0,0,0,0,""
477,0,0,0,0,0,0,0,0,0,""
478,0,0,0,0,0,0,0,0,0,""
479,0,0,0,0,0,0,0,0,0,""
480,0,0,0,0,0,0,0,0,0,""
481,0,0,0,0,0,0,0,0,0,""
482,0,0,0,0,0,0,0,0,0,""
483,0,0,0,0,0,0,0,0,0,""
484,0,0,0,0,0,0,0,0,0,""
485,0,0,0,0,0,0,0,0,0,""
486,0,0,0,0,0,0,0,0,0,""
487,0,0,0,0,0,0,0,0,0,""
488,0,0,0,0,0,0,0,0,0,""
489,0,0,0,0,0,0,0,0,0,""
490,0,0,0,0,0,0,0,0,0,""
491,0,0,0,0,0,0,0,0,0,""
492,0,0,0,0,0,0,0,0,0,""
493,0,0,0,0,0,0,0,0,0,""
494,0,0,0,0,0,0,0,0,0,""
495,0,0,0,0,0,0,0,0,0,""
496,0,0,0,0,0,0,0,0,0,""
497,0,0,0,0,0,0,0,0,0,""
498,0,0,0,0,0,0,0,0,0,""
499,0,0,0,0,0,0,0,0,0,""
500,0,0,0,0,0,0,0,0,0,""
